WHSISLAS500GR	WHSISLAS	0,5	SIETE SEMILLAS	SIETE SEMILLAS 500GR	500GR	6*10*2
WHMOPGEL050GR	WHMOPGEL	0,05	MOSTAZA EN POLVO GRANEL	MOSTAZA EN POLVO GRANEL 50GR	50GR	4.5*5*2
WHQUJEUM250GR	WHQUJEUM	0,25	QUINUA ROJA PREMIUM	QUINUA ROJA PREMIUM 250GR	250GR	5*8*2
WHQUGEUM250GR	WHQUGEUM	0,25	QUINUA NEGRA PREMIUM	QUINUA NEGRA PREMIUM 250GR	250GR	5*8*2
WHQUORUM250GR	WHQUORUM	0,25	QUINUA TRICOLOR PREMIUM	QUINUA TRICOLOR PREMIUM 250GR	250GR	5*8*2
WHCATEUM250GR	WHCATEUM	0,25	CAÑIHUA ENTERA PREMIUM	CAÑIHUA ENTERA PREMIUM 250GR	250GR	5*8*2
WHARINRO500GR	WHARINRO	0,5	ARROZ GLUTINOSO ENTERO	ARROZ GLUTINOSO ENTERO 500GR	500GR	6*8*2
WHARIODO250GR	WHARIODO	0,25	ARROZ GLUTINOSO MOLIDO	ARROZ GLUTINOSO MOLIDO 250GR	250GR	6*8*2
WAORLIRO015GR	WHORLIRO	0,02	OREGANO MOLIDO PIZERO	OREGANO MOLIDO PIZERO 15GR	15GR
WACLOOIO013GR	WHCLOOIO	0,01	CLAVO DE OLOR INDONESIO	CLAVO DE OLOR INDONESIO 13GR	13GR
WZCLOOIO025GR	WHCLOOIO	0,03	CLAVO DE OLOR INDONESIO	CLAVO DE OLOR INDONESIO 25GR	25GR
WACLOPVO020GR	WHCLOPVO	0,02	CLAVO DE OLOR POLVO	CLAVO DE OLOR POLVO 20GR	20GR
WACLOPVO010GR	WHCLOPVO	0,02	CLAVO DE OLOR POLVO	CLAVO DE OLOR POLVO 10GR	10GR
WAPITAPA010GR	WHPITAPA	0,01	PIMIENTA CHAPA	PIMIENTA CHAPA 10GR	10GR
WAANENRO005GR	WHANENRO	0,01	ANIS ESTRELLA ENTERO	ANIS ESTRELLA ENTERO 5GR	5GR
WAANEODO005GR	WHANEODO	0,01	ANIS ESTRELLA MOLIDO	ANIS ESTRELLA MOLIDO 5GR	5GR
WAPAALVO015GR	WHPAALVO	0,02	PAPRICA POLVO	PAPRICA POLVO 15GR	15GR
WAKIXVVO015GR	WHKIXVVO	0,02	KION POLVO	KION POLVO 15GR	15GR
WAAJNLVO010GR	WHAJNLVO	0,01	AJO EN POLVO	AJO EN POLVO 10GR	10GR
WACEALVO015GR	WHCEALVO	0,02	CEBOLLA POLVO	CEBOLLA POLVO 15GR	15GR
WAAJCOVO015GR	WHAJCOVO	0,02	AJI PANCA POLVO	AJI PANCA POLVO 15GR	15GR
WATOOERO015GR	WHTOOERO	0,02	TOMILLO ENTERO	TOMILLO ENTERO 15GR	15GR
WATOOIDO015GR	WHTOOIDO	0,02	TOMILLO MOLIDO	TOMILLO MOLIDO 15GR	15GR
WAROXERO015GR	WHROXERO	0,02	ROMERO ENTERO	ROMERO ENTERO 15GR	15GR
WAROXIDO010GR	WHROXIDO	0,01	ROMERO MOLIDO	ROMERO MOLIDO 10GR	10GR
WAPIAYNA010GR	WHPIAREL	0,01	PIMIENTA CAYENA	PIMIENTA CAYENA 10GR	10GR
WACAXIDA010GR	WHCAXIDA	0,01	CANELA MOLIDA	CANELA MOLIDA 10GR	10GR
WACAXIDA020GR	WHCAXIDA	0,02	CANELA MOLIDA	CANELA MOLIDA 20GR	20GR
WACAXERA500GR	WHCAXERA	0,5	CANELA ENTERA	CANELA ENTERA 500GR	500GR
WACAXERA250GR	WHCAXERA	0,25	CANELA ENTERA	CANELA ENTERA 250GR	250GR
WACAXERA100GR	WHCAXERA	0,1	CANELA ENTERA	CANELA ENTERA 100GR	100GR
WACAXERA050GR	WHCAXERA	0,05	CANELA ENTERA	CANELA ENTERA 50GR	50GR
WACAXERA020GR	WHCAXERA	0,02	CANELA ENTERA	CANELA ENTERA 20GR	20GR
WACAXERA010GR	WHCAXERA	0,01	CANELA ENTERA	CANELA ENTERA 10GR	10GR
WACOXERO020GR	WHCOXERO	0,02	COMINO ENTERO	COMINO ENTERO 20GR	20GR
WAPIENRA010GR	WHPIENRA	0,01	PIMIENTA NEGRA ENTERA	PIMIENTA NEGRA ENTERA 10GR	10GR
WAPAPOVO020GR	WHPAPOVO	0,02	PALILLO PURO POLVO	PALILLO PURO POLVO 20GR	20GR
WABITSIO030GR	WHBITSIO	0,03	BICARBONATO DE SODIO	BICARBONATO DE SODIO 30GR	30GR
WZPIEODO010GR	WHPIEODO	0,01	PIMIENTA NEGRA MOLIDO	PIMIENTA NEGRA MOLIDO 10GR	10GR
WZAJARUM050GR	WHAJARUM	0,05	AJONJOLI BLANCO PREMIUM	AJONJOLI BLANCO PREMIUM 50GR	50GR
WZLIXIUM050GR	WHLIXIUM	0,05	LINAZA PREMIUM	LINAZA PREMIUM 50GR	50GR
WZCOLFNO040GR	WHCOLFNO	0,04	COCO RALLADO FINO	COCO RALLADO FINO 40GR	40GR
WHCOLROZ100GR	WHCOLROZ	0,1	COCO RALLADO ARROZ	COCO RALLADO ARROZ 100GR	100GR	5*8*2
WHCOLROZ250GR	WHCOLROZ	0,25	COCO RALLADO ARROZ	COCO RALLADO ARROZ 250GR	250GR	6*10*2
WHCOLROZ500GR	WHCOLROZ	0,5	COCO RALLADO ARROZ	COCO RALLADO ARROZ 500GR	500GR	8*12*2
